person,path,labels,indoor_outdoor,day_night,season_hint,cat_outdoor_activities,cat_food_drink,cat_cultural,cat_night_life,cat_concerts_shows,cat_casino_gambling,cat_attractions,cat_sporting_events,tokens,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,photo_id
Mike’s Album,/content/PicturesAlbum_Mirror/Mike’s Album/IMG_0408.HEIC,"['boat ride', 'river', 'exploration', 'outdoor adventure', 'cloudy sky', 'nature', 'water travel', 'life jackets']",outdoor,day,unknown,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,"['boat_ride', 'river', 'exploration', 'outdoor_adventure', 'cloudy_sky', 'nature', 'water_travel', 'life_jacket']",0.040199559181928635,0.04001009464263916,0.04009314626455307,0.8391652703285217,0.04053196310997009,
Mike’s Album,/content/PicturesAlbum_Mirror/Mike’s Album/IMG_0419.HEIC,"['hiking', 'rocky terrain', 'adventure', 'canyon', 'two people', 'natural landscape', 'desert', 'arid region']",outdoor,day,unknown,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.0,"['hiking', 'rocky_terrain', 'adventure', 'canyon', 'two_people', 'natural_landscape', 'desert', 'arid_region']",0.05013485252857208,0.050014153122901917,0.0501541867852211,0.799693763256073,0.0500030592083931,
Mike’s Album,/content/PicturesAlbum_Mirror/Mike’s Album/IMG_0474.HEIC,"['beach gathering', 'group activity', 'daytime', 'sand', 'casual clothing', 'outdoor fun', 'team event', 'sunny weather']",outdoor,day,unknown,0.6,0.15,0.1,0.0,0.0,0.0,0.15,0.0,"['beach_gathering', 'group_activity', 'daytime', 'sand', 'casual_clothing', 'outdoor_fun', 'team_event', 'sunny_weather']",0.0500079020857811,0.05067109316587448,0.7982043623924255,0.050004974007606506,0.0511116161942482,
Mike’s Album,/content/PicturesAlbum_Mirror/Mike’s Album/IMG_0485.HEIC,"['snowboarding', 'skiing', 'snowy landscape', 'ski resort', 'winter sports', 'snowboards', 'friends group', 'cold weather', 'mountain view', 'outdoor recreation']",outdoor,day,winter,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,"['snowboarding', 'skiing', 'snowy_landscape', 'ski_resort', 'winter_sport', 'snowboard', 'friend_group', 'cold_weather', 'mountain_view', 'outdoor_recreation']",0.028680112212896347,0.028750116005539894,0.8846856355667114,0.028638340532779694,0.02924579381942749,
Mike’s Album,/content/PicturesAlbum_Mirror/Mike’s Album/IMG_0564.HEIC,"['eclipse', 'tree branches', 'solar event', 'silhouette', 'sky', 'natural phenomenon', 'astronomy']",outdoor,day,unknown,0.6,0.0,0.1,0.0,0.0,0.0,0.3,0.0,"['eclipse', 'tree_branch', 'solar_event', 'silhouette', 'sky', 'natural_phenomenon', 'astronomy']",0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,
Mike’s Album,/content/PicturesAlbum_Mirror/Mike’s Album/IMG_0623.HEIC,"['pirate costume', 'indoor party', 'group gathering', 'costumes', 'fun atmosphere', 'eye patch', 'pirate theme', 'home decor', 'casual event', 'necklace']",indoor,unknown,unknown,0.0,0.1,0.2,0.3,0.0,0.0,0.1,0.0,"['pirate_costume', 'indoor_party', 'group_gathering', 'costume', 'fun_atmosphere', 'eye_patch', 'pirate_theme', 'home_decor', 'casual_event', 'necklace']",0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,
Mike’s Album,/content/PicturesAlbum_Mirror/Mike’s Album/IMG_0635.heic,"['group selfie', 'mountain view', 'hiking', 'friends hangout', 'outdoor adventure', 'forest', 'scenic overlook']",outdoor,day,autumn,0.7,0.0,0.1,0.0,0.0,0.0,0.2,0.0,"['group_selfie', 'mountain_view', 'hiking', 'friend_hangout', 'outdoor_adventure', 'forest', 'scenic_overlook']",0.8831561207771301,0.029115358367562294,0.02907034009695053,0.02951706573367119,0.02914111502468586,
Mike’s Album,/content/PicturesAlbum_Mirror/Mike’s Album/IMG_0816.HEIC,"['aviation', 'museum', 'cockpit', 'educational', 'aircraft', 'aerospace', 'learning', 'interactive exhibit']",indoor,unknown,unknown,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0,"['aviation', 'museum', 'cockpit', 'educational', 'aircraft', 'aerospace', 'learning', 'interactive_exhibit']",0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,
Mike’s Album,/content/PicturesAlbum_Mirror/Mike’s Album/IMG_0959.heic,"['toucan', 'jungle', 'wildlife', 'bird watching', 'nature', 'tropical forest', 'exotic bird', 'branch', 'wildlife photography', 'colorful beak']",outdoor,unknown,unknown,0.6,0.0,0.1,0.0,0.0,0.0,0.3,0.0,"['toucan', 'jungle', 'wildlife', 'bird_watching', 'nature', 'tropical_forest', 'exotic_bird', 'branch', 'wildlife_photography', 'colorful_beak']",0.06667330861091614,0.0666806623339653,0.06699738651514053,0.73297518491745,0.06667348742485046,
Mike’s Album,/content/PicturesAlbum_Mirror/Mike’s Album/IMG_1061.HEIC,"['volcano', 'hiking', 'group photo', 'forest', 'scenic view', 'nature', 'outdoors']",outdoor,day,unknown,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,"['volcano', 'hiking', 'group_photo', 'forest', 'scenic_view', 'nature', 'outdoors']",0.028797704726457596,0.028929971158504486,0.8838319182395935,0.029865281656384468,0.028575114905834198,
Mike’s Album,/content/PicturesAlbum_Mirror/Mike’s Album/IMG_1090.HEIC,"['hiking', 'mountain view', 'nature', 'friends', 'cloudy sky', 'scenic overlook', 'backpacks', 'adventure']",outdoor,day,unknown,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.0,"['hiking', 'mountain_view', 'nature', 'friend', 'cloudy_sky', 'scenic_overlook', 'backpack', 'adventure']",0.02249935455620289,0.02242821455001831,0.02242307737469673,0.9101583957672119,0.022490954026579857,
Mike’s Album,/content/PicturesAlbum_Mirror/Mike’s Album/IMG_1144.HEIC,"['group photo', 'mountain view', 'parking lot', 'desert landscape', 'road trip', 'sunny day', 'casual clothing']",outdoor,day,unknown,0.6,0.0,0.1,0.0,0.0,0.0,0.3,0.0,"['group_photo', 'mountain_view', 'parking_lot', 'desert_landscape', 'road_trip', 'sunny_day', 'casual_clothing']",0.03344825282692909,0.8654486536979675,0.033767469227313995,0.03347396105527878,0.03386162593960762,
Mike’s Album,/content/PicturesAlbum_Mirror/Mike’s Album/IMG_1187.HEIC,"['party', 'friends hangout', 'ties as headbands', 'drinks', 'indoor garden', 'festive', 'casual attire']",indoor,night,unknown,0.0,0.1,0.0,0.7,0.0,0.0,0.1,0.1,"['party', 'friend_hangout', 'tie_headband', 'drink', 'indoor_garden', 'festive', 'casual_attire']",0.06712332367897034,0.7321772575378418,0.06667308509349823,0.06666970998048782,0.06735657155513763,
Mike’s Album,/content/PicturesAlbum_Mirror/Mike’s Album/IMG_1722.HEIC,"['mountain summit', 'hiking', 'friends', 'scenic view', 'winter clothing', 'Bierstadt', 'outdoor adventure', 'rocky terrain', 'clear sky']",outdoor,day,unknown,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0,"['mountain_summit', 'hiking', 'friend', 'scenic_view', 'winter_clothing', 'bierstadt', 'outdoor_adventure', 'rocky_terrain', 'clear_sky']",0.0250973179936409,0.02500753663480282,0.02511715702712536,0.8994104862213135,0.025367502123117447,
Mike’s Album,/content/PicturesAlbum_Mirror/Mike’s Album/IMG_2479.HEIC,"['zip lining', 'group photo', 'smiling friends', 'forest canopy', 'harnessed adventure', 'cloudy sky', 'helmets', 'scenic view']",outdoor,day,unknown,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,"['zip_lining', 'group_photo', 'smiling_friend', 'forest_canopy', 'harnessed_adventure', 'cloudy_sky', 'helmet', 'scenic_view']",0.040008217096328735,0.0408005453646183,0.040895748883485794,0.8379321098327637,0.04036334902048111,
Mike’s Album,/content/PicturesAlbum_Mirror/Mike’s Album/IMG_2591.HEIC,"['frisbee', 'outdoor sports', 'grass field', 'trees', 'summer day', 'athletic clothing', 'disc game', 'team sport']",outdoor,day,summer,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,"['frisbee', 'outdoor_sport', 'grass_field', 'tree', 'summer_day', 'athletic_clothing', 'disc_game', 'team_sport']",0.5999826788902283,0.10000594705343246,0.10000558942556381,0.10000289231538773,0.10000290721654892,
Mike’s Album,/content/PicturesAlbum_Mirror/Mike’s Album/IMG_2612.HEIC,"['suspension bridge', 'jungle', 'hiking', 'trekking', 'adventure', 'nature', 'rainforest', 'greenery']",outdoor,day,unknown,0.8,0.0,0.05,0.0,0.0,0.0,0.15,0.0,"['suspension_bridge', 'jungle', 'hiking', 'trekking', 'adventure', 'nature', 'rainforest', 'greenery']",0.20788007974624634,0.03334536403417587,0.033484116196632385,0.6919505000114441,0.0333399623632431,
Mike’s Album,/content/PicturesAlbum_Mirror/Mike’s Album/IMG_2712.HEIC,"['volcano', 'hiking', 'viewpoint', 'cloudy', 'backpack', 'nature', 'adventure', 'rocky terrain', 'lush landscape']",outdoor,day,unknown,0.8,0.0,0.1,0.0,0.0,0.0,0.1,0.0,"['volcano', 'hiking', 'viewpoint', 'cloudy', 'backpack', 'nature', 'adventure', 'rocky_terrain', 'lush_landscape']",0.028619753196835518,0.029998308047652245,0.18075968325138092,0.7320451140403748,0.02857709489762783,
Mike’s Album,/content/PicturesAlbum_Mirror/Mike’s Album/IMG_2846.HEIC,"['rock climbing', 'red rocks', 'outdoor adventure', 'desert landscape', 'group activity', 'mountain view', 'clear sky', 'hiking gear']",outdoor,day,unknown,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,"['rock_climbing', 'red_rock', 'outdoor_adventure', 'desert_landscape', 'group_activity', 'mountain_view', 'clear_sky', 'hiking_gear']",0.025181960314512253,0.025180986151099205,0.02513485588133335,0.025310683995485306,0.8991914987564087,
Mike’s Album,/content/PicturesAlbum_Mirror/Mike’s Album/IMG_2852.HEIC,"['rock climbing', 'red rocks', 'outdoor recreation', 'relaxing', 'desert landscape', 'group activity', 'climbing gear', 'sunshine', 'mountain view']",outdoor,day,unknown,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,"['rock_climbing', 'red_rock', 'outdoor_recreation', 'relaxing', 'desert_landscape', 'group_activity', 'climbing_gear', 'sunshine', 'mountain_view']",0.02505548670887947,0.025179876014590263,0.025303957983851433,0.025034278631210327,0.8994264006614685,
Mike’s Album,/content/PicturesAlbum_Mirror/Mike’s Album/IMG_4226.jpeg,"['friends at restaurant', 'ethnic cuisine', 'shared meal', 'dining table', 'casual dining', 'indoor dining', 'beverage', 'group meal', 'relaxed atmosphere']",indoor,unknown,unknown,0.0,0.8,0.1,0.05,0.0,0.0,0.05,0.0,"['friend_restaurant', 'ethnic_cuisine', 'shared_meal', 'dining_table', 'casual_dining', 'indoor_dining', 'beverage', 'group_meal', 'relaxed_atmosphere']",0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,
Mike’s Album,/content/PicturesAlbum_Mirror/Mike’s Album/IMG_7282.HEIC,"['relaxing', 'poolside', 'tropical', 'vacation', 'water jets', 'summer leisure', 'friends', 'spa day', 'outdoor relaxation', 'lush greenery']",outdoor,day,summer,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.0,"['relaxing', 'poolside', 'tropical', 'vacation', 'water_jet', 'summer_leisure', 'friend', 'spa_day', 'outdoor_relaxation', 'lush_greenery']",0.06667913496494293,0.06668664515018463,0.06668182462453842,0.0688629224896431,0.7310894727706909,
Mike’s Album,/content/PicturesAlbum_Mirror/Mike’s Album/IMG_9449.HEIC,"['skiing', 'ski lift', 'winter sports', 'snowy landscape', 'winter clothing', 'snowboard', 'helmet', 'goggles']",outdoor,day,winter,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,"['skiing', 'ski_lift', 'winter_sport', 'snowy_landscape', 'winter_clothing', 'snowboard', 'helmet', 'goggles']",0.02857816033065319,0.028582200407981873,0.029526332393288612,0.028783680871129036,0.8845296502113342,
Mike’s Album,/content/PicturesAlbum_Mirror/Mike’s Album/IMG_9953.JPG,"['boat ride', 'friends hangout', 'sunglasses', 'sunny day', 'camera', 'lake', 'blue sky', 'outdoor fun']",outdoor,day,unknown,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,"['boat_ride', 'friend_hangout', 'sunglass', 'sunny_day', 'camera', 'lake', 'blue_sky', 'outdoor_fun']",0.03370719775557518,0.03410356864333153,0.03363410383462906,0.03348270803689957,0.8650724291801453,
Melissa's Album,/content/PicturesAlbum_Mirror/Melissa's Album/2276F57C-A8E9-472C-8C27-F79231917114.JPG,"['Statue of Liberty', 'tourists', 'historical monument', 'landmark', 'cloudy sky', 'smiling friends', 'outdoor visit']",outdoor,day,unknown,0.15,0.0,0.7,0.0,0.0,0.0,0.15,0.0,"['statue_liberty', 'tourist', 'historical_monument', 'landmark', 'cloudy_sky', 'smiling_friend', 'outdoor_visit']",0.7993837594985962,0.05023035407066345,0.05000976473093033,0.05000784248113632,0.05036825314164162,
Melissa's Album,/content/PicturesAlbum_Mirror/Melissa's Album/4df3b5af-895b-464c-b311-207031fee4f8.JPG,"['ice skating', 'friends hangout', 'winter clothing', 'outdoor fun', 'ice rink', 'group activity', 'leisure']",outdoor,day,winter,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.0,"['ice_skating', 'friend_hangout', 'winter_clothing', 'outdoor_fun', 'ice_rink', 'group_activity', 'leisure']",0.0673719048500061,0.06743932515382767,0.731842041015625,0.06667521595954895,0.06667157262563705,
Melissa's Album,/content/PicturesAlbum_Mirror/Melissa's Album/IMG_0332.HEIC,"['viewpoint', 'bridge', 'mountains', 'trees', 'couple', 'nature', 'scenic', 'wooden structure']",outdoor,day,unknown,0.8,0.0,0.1,0.0,0.0,0.0,0.1,0.0,"['viewpoint', 'bridge', 'mountain', 'tree', 'couple', 'nature', 'scenic', 'wooden_structure']",0.06667294353246689,0.06667450070381165,0.06667591631412506,0.06667496263980865,0.7333016395568848,
Melissa's Album,/content/PicturesAlbum_Mirror/Melissa's Album/IMG_0474.HEIC,"['indoor sculpture', 'art installation', 'colorful display', 'museum visit', 'art exhibit', 'indoor railing', 'casual attire', 'smiling person']",indoor,day,unknown,0.0,0.0,0.7,0.0,0.0,0.0,0.3,0.0,"['indoor_sculpture', 'art_installation', 'colorful_display', 'museum_visit', 'art_exhibit', 'indoor_railing', 'casual_attire', 'smiling_person']",0.10000676661729813,0.10000733286142349,0.5999718308448792,0.10000894218683243,0.1000051274895668,
Melissa's Album,/content/PicturesAlbum_Mirror/Melissa's Album/IMG_0622.HEIC,"['volcano', 'family photo', 'viewpoint', 'tropical forest', 'nature park', 'hiking trail', 'greenery', 'dusk scenery']",outdoor,dusk/dawn,unknown,0.7,0.0,0.1,0.0,0.0,0.0,0.2,0.0,"['volcano', 'family_photo', 'viewpoint', 'tropical_forest', 'nature_park', 'hiking_trail', 'greenery', 'dusk_scenery']",0.0666743740439415,0.06667708605527878,0.06667802482843399,0.06667684763669968,0.7332937121391296,
Melissa's Album,/content/PicturesAlbum_Mirror/Melissa's Album/IMG_0894.HEIC,"['sunset', 'landscape', 'grassland', 'cloudy sky', 'sun rays', 'tranquil', 'nature', 'scenic view']",outdoor,dusk/dawn,unknown,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,"['sunset', 'landscape', 'grassland', 'cloudy_sky', 'sun_ray', 'tranquil', 'nature', 'scenic_view']",0.050666023045778275,0.050008274614810944,0.050010595470666885,0.05000949651002884,0.7993056178092957,
Melissa's Album,/content/PicturesAlbum_Mirror/Melissa's Album/IMG_0968.HEIC,"['theater', 'playbill', 'production', 'les miserables', 'audience', 'stage', 'indoor', 'performance', 'theater seating', 'ornate decor']",indoor,unknown,unknown,0.0,0.0,0.8,0.1,0.1,0.0,0.0,0.0,"['theater', 'playbill', 'production', 'le_miserables', 'audience', 'stage', 'indoor', 'performance', 'theater_seating', 'ornate_decor']",0.06667201220989227,0.7333090305328369,0.06667453795671463,0.06667372584342957,0.06667071580886841,
Melissa's Album,/content/PicturesAlbum_Mirror/Melissa's Album/IMG_1645.HEIC,"['beach', 'selfie', 'winter clothing', 'friends', 'sunny day', 'cold weather', 'ocean', 'sand']",outdoor,day,winter,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,"['beach', 'selfie', 'winter_clothing', 'friend', 'sunny_day', 'cold_weather', 'ocean', 'sand']",0.8384272456169128,0.04031333699822426,0.040434177964925766,0.040383659303188324,0.04044164717197418,
Melissa's Album,/content/PicturesAlbum_Mirror/Melissa's Album/IMG_1768.HEIC,"['dessert display', 'pastries', 'cakes', 'bakery', 'sweet treats', 'confectionery', 'assorted desserts', 'gourmet desserts']",indoor,unknown,unknown,0.0,0.9,0.05,0.0,0.0,0.0,0.05,0.0,"['dessert_display', 'pastry', 'cake', 'bakery', 'sweet_treat', 'confectionery', 'assorted_dessert', 'gourmet_dessert']",0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,
Melissa's Album,/content/PicturesAlbum_Mirror/Melissa's Album/IMG_1773.HEIC,"['stargazing', 'night sky', 'beach', 'silhouette', 'stars', 'astronomy', 'coastal']",outdoor,night,unknown,0.6,0.0,0.1,0.2,0.0,0.0,0.1,0.0,"['stargazing', 'night_sky', 'beach', 'silhouette', 'star', 'astronomy', 'coastal']",0.10304471105337143,0.1000189557671547,0.10002579540014267,0.5968972444534302,0.10001325607299805,
Melissa's Album,/content/PicturesAlbum_Mirror/Melissa's Album/IMG_2537.HEIC,"['Gateway Arch', 'national park', 'iconic landmark', 'urban setting', 'clear sky', 'winter day', 'modern architecture']",outdoor,day,winter,0.1,0.0,0.2,0.0,0.0,0.0,0.7,0.0,"['gateway_arch', 'national_park', 'iconic_landmark', 'urban_setting', 'clear_sky', 'winter_day', 'modern_architecture']",0.06667391210794449,0.06755249947309494,0.06667733937501907,0.7324241399765015,0.06667216122150421,
Melissa's Album,/content/PicturesAlbum_Mirror/Melissa's Album/IMG_2541.HEIC,"['aerial view', 'cityscape', 'snow', 'urban park', 'historical building', 'architecture', 'winter scene', 'downtown']",outdoor,day,winter,0.2,0.0,0.2,0.0,0.0,0.0,0.4,0.2,"['aerial_view', 'cityscape', 'snow', 'urban_park', 'historical_building', 'architecture', 'winter_scene', 'downtown']",0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,
Melissa's Album,/content/PicturesAlbum_Mirror/Melissa's Album/IMG_2721.HEIC,"['stuffed animals', 'toy store', 'shelves', 'plush toys', 'gift shop', 'bright lighting', 'colorful display', 'cute decor']",indoor,unknown,unknown,0.0,0.0,0.2,0.0,0.0,0.0,0.7,0.0,"['stuffed_animal', 'toy_store', 'shelf', 'plush_toy', 'gift_shop', 'bright_lighting', 'colorful_display', 'cute_decor']",0.10000675916671753,0.1000073254108429,0.5999718308448792,0.10000893473625183,0.1000051200389862,
Melissa's Album,/content/PicturesAlbum_Mirror/Melissa's Album/IMG_2913.HEIC,"['cherry blossoms', 'springtime park', 'green lawn', 'pink flowers', 'outdoor walk', 'trees in bloom', 'scenic nature', 'people strolling']",outdoor,day,spring,0.7,0.0,0.1,0.0,0.0,0.0,0.2,0.0,"['cherry_blossom', 'springtime_park', 'green_lawn', 'pink_flower', 'outdoor_walk', 'tree_bloom', 'scenic_nature', 'people_strolling']",0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,
Melissa's Album,/content/PicturesAlbum_Mirror/Melissa's Album/IMG_3744.HEIC,"['mosaic art', 'outdoor gallery', 'artistic installation', 'sculpture garden', 'creative architecture']",outdoor,day,unknown,0.2,0.0,0.6,0.0,0.0,0.0,0.2,0.0,"['mosaic_art', 'outdoor_gallery', 'artistic_installation', 'sculpture_garden', 'creative_architecture']",0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,
Melissa's Album,/content/PicturesAlbum_Mirror/Melissa's Album/IMG_3916.HEIC,"['bubble tea', 'colorful drinks', 'matcha', 'mango smoothie', 'dessert drinks', 'beverage shop', 'takeaway cups']",indoor,unknown,unknown,0.0,0.8,0.1,0.05,0.0,0.0,0.05,0.0,"['bubble_tea', 'colorful_drink', 'matcha', 'mango_smoothie', 'dessert_drink', 'beverage_shop', 'takeaway_cup']",0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,
Melissa's Album,/content/PicturesAlbum_Mirror/Melissa's Album/IMG_4148.HEIC,"['baseball game', 'stadium', 'crowd', 'sunset', 'outdoor sports', 'spectators', 'field', 'scoreboard']",outdoor,dusk/dawn,unknown,0.3,0.0,0.0,0.1,0.0,0.0,0.1,0.5,"['baseball_game', 'stadium', 'crowd', 'sunset', 'outdoor_sport', 'spectator', 'field', 'scoreboard']",0.10001328587532043,0.10001792013645172,0.10001960396766663,0.10001755505800247,0.5999316573143005,
Melissa's Album,/content/PicturesAlbum_Mirror/Melissa's Album/IMG_4425.HEIC,"['campfire', 'group gathering', 'night outdoors', 'social event', 'firewood', 'outdoor seating', 'friends hangout', 'nighttime chill', 'leisure vibes']",outdoor,night,unknown,0.5,0.0,0.1,0.2,0.0,0.0,0.1,0.1,"['campfire', 'group_gathering', 'night_outdoors', 'social_event', 'firewood', 'outdoor_seating', 'friend_hangout', 'nighttime_chill', 'leisure_vibe']",0.10000676661729813,0.1000073254108429,0.5999718904495239,0.10000893473625183,0.1000051349401474,
Melissa's Album,/content/PicturesAlbum_Mirror/Melissa's Album/IMG_4966.HEIC,"['hot pot', 'dining table', 'meat platters', 'vegetables', 'sliced beef', 'broth pots', 'restaurant', 'group dining', 'chopsticks', 'condiments']",indoor,unknown,unknown,0.0,0.85,0.1,0.05,0.0,0.0,0.0,0.0,"['hot_pot', 'dining_table', 'meat_platter', 'vegetable', 'sliced_beef', 'broth_pot', 'restaurant', 'group_dining', 'chopstick', 'condiment']",0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,
